case,config,y_CH4_biogas,CO2_bio_tpd,CO2_DAC_tpd,CO2_total_tpd,CO2_total_carbon_tpd,H2_electrolysis_tpd,value_type,mode,phi,P1_bar,P2_bar,P3_bar,pressure_order,recycle,purge_p,r_CH4,h_H2_to_CFR,converged,iterations,method,S1_X_CH4,S1_inlet_CH4_ratio_vs_fresh,S2_inlet_H2_to_CO2_ratio,S2_inlet_total_kmol_d,S2_X_CO2_per_pass,S2_xi1_RWGS_CO_formed_kmol_d,S2_xi2_CH4_formed_kmol_d,S2_methanation_to_RWGS_ratio,S3_CH4_formed_kmol_d,recycle_to_S2_total_kmol_d,C_stage1_tpd,C_stage3_tpd,C_total_tpd,C_from_wasteCH4_tpd,C_from_biogasCO2_tpd,C_from_DACCO2_tpd,C_from_CO2_total_tpd,CO2_carbon_fixed_fraction,CO2_fixed_as_CO2_tpd,purge_CO2_tpd,purge_CO_tpd,purge_CH4_tpd,purge_carbon_as_CO2_if_oxidised_tpd,H2_net_exportable_tpd,H2_permeate_tpd,H2_stoich_available_tpd,H2_stoich_needed_for_all_CO2_tpd,H2_stoich_surplus_tpd,water_total_tpd,Q1_kW,Q2_kW,Q3_kW,Q_total_kW,closure_C_rel,closure_H_rel,closure_O_rel,tracer_iterations,wall_s
"2a_y0.55 kin once-through phi=0.1 (1.01,5,5) bar n=1",2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,kinetic,kinetic,0.1,1.01325,5.0,5.0,1.0,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.6443362301944364,9301.548966255454,0.6355531273226767,1528.5251776576226,27.287615253450724,0.017852251079872584,24.732165790956458,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,39.24392900115894,42.13324938075447,6.936280554386522,124.47075778858868,9.598066763461626,6.336532218928368,13.050065193605231,9.870201107251534,3.1798640863536973,28.878863846176746,2727.980709243213,564.2027918873426,-62.50154307483179,3229.681958055724,8.359440547186145e-16,1.7601699988807188e-15,5.572960364790763e-16,4,0.46132612228393555
"2a_y0.55 kin recycle phi=0.1 (1.01,5,5) bar n=1",2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,kinetic,kinetic,0.1,1.01325,5.0,5.0,1.0,True,0.05,0.95,0.35,True,302,direct,0.8728806831856027,1.1570737919956138,0.6462273792711363,57020.564364227685,0.11743739051696167,1777.7575288762055,1.596558810427382,0.0008980745599410473,29.521952236371988,46838.83945822043,36.29533091503189,1.019094499443671,37.314425414475565,35.92268992439601,1.391735490079552,0.0,1.391735490079552,0.04733387472378884,5.099399482383732,29.424755418223114,46.591641894607214,0.019840900041551243,102.68345154645475,10.75761941670652,10.492606622405779,13.050065193605237,9.870201107251534,3.1798640863537035,34.13507870825933,3156.4749837349245,722.205746982275,-207.32065623645923,3671.36007448074,-8.188010055795493e-08,4.5007295418522995e-11,-1.1712193393391655e-07,459,139.23231410980225
"2a_y0.55 kin once-through phi=1 (1.01,1.01,1.01) bar",2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,kinetic,kinetic,1.0,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.6443362301944364,9301.548966255454,0.5487067450137519,1226.5371255167397,116.67862899494872,0.0951284935185244,4.2412712331760645,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,48.596538795339754,34.25078824205952,8.041645166450904,124.47075778858884,9.609790784856385,6.263705424826341,13.050065193605231,9.870201107251534,3.1798640863536973,26.315559486304043,2727.980709243213,245.16173416932142,-10.52446943033713,2962.6179739821973,1.504699298493506e-15,-3.771792854744397e-16,1.8576534549302543e-15,4,0.37455272674560547
"2a_y0.55 kin recycle phi=1 (1.01,1.01,1.01) bar",2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,kinetic,kinetic,1.0,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.35,True,307,direct,0.8728806831856026,1.1523617553924321,0.624343198285382,58676.90858231,0.10898603883421787,1724.6387223861275,13.014603966173922,0.007546278416019524,5.760741731410803,48521.5879617832,36.14752277264781,0.21903172898591697,36.366554501633736,35.92268992597038,0.4438645756633562,0.0,0.4438645756633562,0.01509613742592428,1.626345525798738,31.259938381277053,47.635120822855725,0.019245695417991447,106.15650421891097,11.00100784371023,10.716078787036874,13.050065193605237,9.870201107251534,3.1798640863537035,31.965641717401535,3143.6206387802004,675.5165440976631,-43.076339716141305,3776.060843161722,-8.721982394912023e-08,9.583610165548698e-11,-1.246749986964262e-07,482,118.41519093513489
"2a_y0.55 kin once-through phi=1 (1.01,5,5) bar n=1",2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,kinetic,kinetic,1.0,1.01325,5.0,5.0,1.0,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.6443362301944364,9301.548966255454,0.623056427589498,1302.1974906678058,223.02379938032254,0.17126726243801105,19.179952971300168,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,40.5950862726756,35.94623780924923,9.98740200606818,124.47075778858864,8.509729014204535,5.607141237240409,13.050065193605231,9.870201107251534,3.1798640863536973,31.749597281928594,2727.980709243213,43.151826982784975,-48.47661045734405,2722.6559257686536,6.687552437748915e-16,3.771792854744397e-16,7.430613819721017e-16,4,0.4870150089263916
"2a_y0.55 kin recycle phi=1 (1.01,5,5) bar n=1",2a_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,2.52,kinetic,kinetic,1.0,1.01325,5.0,5.0,1.0,True,0.05,0.95,0.35,True,307,direct,0.8728806831856029,1.1626367976863816,0.647516180368535,56781.557968267894,0.11737988110593256,1762.8964114058908,16.18788896660635,0.009182552566260365,29.50289779045852,46568.660301359494,36.469832432416,1.0114643210797152,37.481296753495705,35.922689928399386,1.5586068250963245,0.0,1.5586068250963245,0.05300928281891748,5.7108257235587505,29.436626175227083,46.19371104143892,0.020543595497227174,102.0720254067353,10.729889582099412,10.46553582562497,13.050065193605239,9.870201107251534,3.1798640863537053,34.38129191986354,3171.6507559447496,684.1843190071276,-206.28035497836643,3649.5547199735106,-8.139504853430235e-08,1.2929580179635302e-10,-1.1619179458852017e-07,459,142.020987033844
2b_y0.55 eq once-through h=0.35,2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.9698161069695571,1.0,2.3706537336257987,8341.566876211402,0.6081706762292656,1428.3211349319658,60.476318243733644,0.04234084112086899,70.16634440193027,0.0,34.85150348488499,14.617687619451656,49.46919110433665,34.85166965818344,14.61752144615321,0.0,14.61752144615321,0.4971518897351417,53.5594456184961,48.04452326361101,0.2413921950664884,3.5447271022856452,58.14770533059166,5.721596761789783,5.4160189729674375,11.699453349028252,9.870201107251534,1.8292522417767174,47.60126212514389,3030.936066508513,450.62682090876825,-2137.1462196537123,1344.416667763569,-1.504699298493506e-15,-1.2159186250452572e-15,-1.8576534549302543e-15,4,0.3123140335083008
2b_y0.55 eq once-through h=0.5,2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.5,True,1,once-through,0.9698161069695571,1.0,2.3706537336257987,8341.566876211402,0.6081706762292656,1428.3211349319658,60.476318243733644,0.04234084112086899,219.81206066297784,0.0,34.85150348488499,14.406190912367963,49.257694397252955,34.851666069472664,14.406028327780286,0.0,14.406028327780286,0.48995886430655594,52.784522577410925,42.23573537401527,0.2400649713356128,5.945493328261631,58.92264152092101,4.585938856730882,4.166168440744182,11.699453349028252,9.870201107251534,1.8292522417767174,52.11992386845311,3030.936066508513,450.62682090876825,-2430.357735043759,1051.2051523735222,-1.8390769203809516e-15,-1.3679084531759144e-15,-2.0434188004232797e-15,4,0.34528470039367676
2b_y0.55 eq once-through h=0.75,2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.75,True,1,once-through,0.9698161069695571,1.0,2.3706537336257987,8341.566876211402,0.6081706762292656,1428.3211349319658,60.476318243733644,0.04234084112086899,520.8210117020499,0.0,34.85150348488499,12.798635344378837,47.65013882926383,34.85163275360851,12.798506075655315,0.0,12.798506075655315,0.4352859343998558,46.89446789472274,34.88261701635645,0.23756266473823984,10.774579929781464,64.81281827486607,2.6984069303146336,2.083084220372091,11.699453349028252,9.870201107251534,1.8292522417767174,57.84042416581587,3030.936066508513,450.62682090876825,-2910.1677655347703,571.3951218825109,-1.504699298493506e-15,-1.2159186250452572e-15,-2.4149494914093308e-15,4,0.34595799446105957
2b_y0.55 eq recycle h=0.35,2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.35,True,171,direct,0.9698161069695572,1.007244651571963,0.5911955520914869,16146.184495551606,0.325344294943235,3340.8449174622533,-77.06615988742409,-0.02306786510340758,7.835671477314895,7761.920538432239,35.10399048439204,25.414321148373734,60.51831163276578,35.86729023472987,24.651021398035898,0.0,24.651021398035898,0.838398077066622,90.32277085223227,17.56595529809544,0.0602216357360386,0.0009151138827742716,17.6630852376448,3.80683372648612,3.7977743489080384,11.699453349028252,9.870201107251534,1.8292522417767174,73.73209864586131,3052.894142247264,1532.5621609990835,-3863.551552537045,721.9047507093023,-9.250820900648667e-09,1.259322360264529e-10,-2.057918751618807e-08,94,59.05144715309143
2b_y0.55 eq recycle h=0.5,2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.5,True,161,direct,0.9698161069695571,1.0220099840118109,0.7701946619668473,14142.94154766379,0.37579407238502616,3026.5353011331176,-66.96806003182002,-0.022126971394236687,40.697657349776534,5671.656622378475,35.618584519374885,26.267489888301856,61.88607440767673,35.90223699891121,25.983837408765538,0.0,25.983837408765538,0.8837280600493301,95.20628594807783,12.571491103514703,0.04608545517137505,0.002780208506755072,12.651526956486327,3.3477662312106764,3.3334821176285994,11.699453349028252,9.870201107251534,1.8292522417767174,77.80725906365907,3097.6469208731864,1382.1426736682806,-3872.257284700925,607.5323098405424,6.553746718252758e-09,-2.9197777948297696e-10,1.4766570721880718e-08,72,60.346269845962524
2b_y0.55 eq recycle h=0.75,2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.75,True,145,direct,0.969816106969557,1.189104000392071,1.7419439838606503,11659.098833897027,0.5394192803753143,2239.02048961594,0.8521781280880703,0.0003806030949874178,459.041427066535,2203.0285582388738,41.44206221355496,22.792239837632334,64.2343020511873,35.93348509229213,28.30081695889516,0.0,28.30081695889516,0.9625301172973976,103.69583328149339,3.947766235674319,0.02175656332027657,0.023886821102156314,4.047483671185459,2.550624938322467,2.515352305457195,11.69945334902825,9.870201107251534,1.8292522417767156,84.8374268956233,3604.098201617882,912.1500167224262,-4074.208496486627,442.03972185368093,1.8462230717271193e-09,-2.111616720744299e-09,6.3639436329397e-09,32,61.67906093597412
"2b_y0.55 kin once-through phi=0 (1.01,1.01,1.01) bar",2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,kinetic,kinetic,0.0,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.133708336675918,8051.548966255453,0.5311794412739796,1300.309501342184,0.0,0.0,4.170671851783936,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,50.49192252688151,36.314596826954,6.168637295609267,124.47075778858837,7.88271539478782,5.1406168052846075,10.53006519360523,9.870201107251534,0.6598640863536978,23.44384710507484,2727.980709243213,530.8021223467297,-10.41739034152278,3248.3654412484198,-5.015664328311687e-16,1.5198982813065716e-16,-7.430613819721017e-16,4,0.4915938377380371
"2b_y0.55 kin recycle phi=0 (1.01,1.01,1.01) bar",2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,kinetic,kinetic,0.0,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.35,True,302,direct,0.8728806831856026,1.1464852209028884,0.4565149585953463,57194.12877767931,0.09226706694081566,1640.830922969977,0.0,0.0,3.3817823356970393,48321.737802519194,35.9631864188154,0.17833698241873847,36.14152340123414,35.92268992086978,0.21883348036436384,0.0,0.21883348036436384,0.007442676154177418,0.8018185527728989,35.52111955243715,45.44912139886027,0.018503396324575396,106.9810311770914,8.714257967633493,8.488247770528975,10.530065193605237,9.870201107251534,0.6598640863537032,29.883491315391005,3127.589566055527,669.8071000986057,-31.75664236117893,3765.640023792954,-8.735989707557225e-08,6.20088100807455e-12,-1.288807277902764e-07,485,136.68920803070068
"2b_y0.55 kin once-through phi=0 (1.01,5,5) bar n=1",2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,kinetic,kinetic,0.0,1.01325,5.0,5.0,1.0,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.133708336675918,8051.548966255453,0.5922738353575427,1449.8665341126302,0.0,0.0,21.705254622949724,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,43.91343254202318,40.010403661747254,6.44994460700708,124.47075778858841,7.475313428319974,4.944637269542217,10.53006519360523,9.870201107251534,0.6598640863536978,26.43016384235777,2727.980709243213,591.8531185322486,-54.89860778653534,3264.9352199889263,-3.3437762188744577e-16,1.3679084531759144e-15,-1.1145920729581525e-15,4,0.3851780891418457
"2b_y0.55 kin recycle phi=0 (1.01,5,5) bar n=1",2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,kinetic,kinetic,0.0,1.01325,5.0,5.0,1.0,True,0.05,0.95,0.35,True,302,direct,0.8728806831856027,1.1521592953308402,0.4706131573752958,55781.19098682027,0.09890643290510304,1681.8391152043296,0.0,0.0,18.245002486086833,46877.00486793572,36.141171963405206,0.8237352820184565,36.96490724542366,35.922689922678465,1.0422173227452014,0.0,1.0422173227452014,0.03544652309395669,3.8187446637826636,33.71640330146312,44.676346824339596,0.019220121515474576,103.96410623597582,8.493114043985347,8.282552778072592,10.530065193605237,9.870201107251534,0.6598640863537032,31.85483705115463,3143.068331637784,686.5471419494742,-153.33851827580204,3676.2769553114563,-8.244555568705608e-08,2.7299652979687984e-11,-1.214003372174038e-07,466,118.14559507369995
"2b_y0.55 kin once-through phi=0.1 (1.01,1.01,1.01) bar",2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,kinetic,kinetic,0.1,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.133708336675918,8051.548966255453,0.5295389546757987,1273.3421768925273,22.95146814067658,0.018024588015051458,4.031897728736965,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,50.6693019972005,35.562718201428446,6.534621345734099,124.47075778858849,7.752869764148247,5.055652371837264,10.53006519360523,9.870201107251534,0.6598640863536978,23.781493243749672,2727.980709243213,469.53013371994723,-10.072136808118467,3187.4387061550415,0.0,3.039796562613143e-16,-3.7153069098605086e-16,4,0.4351041316986084
"2b_y0.55 kin recycle phi=0.1 (1.01,1.01,1.01) bar",2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,kinetic,kinetic,0.1,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.35,True,302,direct,0.8728806831856024,1.1466256077492203,0.4565177385154252,57187.856778443456,0.09225749302130526,1640.4006092960044,0.3684650708465256,0.00022461895512502665,3.3810601538339142,48314.67913401899,35.9675901025553,0.1783025926523188,36.145892695207614,35.922689921084675,0.22320277412294956,0.0,0.22320277412294956,0.007591278819608122,0.817827898291307,35.52384132715608,45.43716864239054,0.018521129399901536,106.96502155918343,8.713642598592934,8.487648041135028,10.530065193605232,9.870201107251534,0.6598640863536995,29.888949905023274,3127.9725386641476,668.8245041871926,-31.75034040170175,3765.0467024496384,-8.849438216493013e-08,1.0650079246943277e-11,-1.3053725552059084e-07,485,135.91595315933228
"2b_y0.55 kin once-through phi=0.1 (1.01,5,5) bar n=1",2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,kinetic,kinetic,0.1,1.01325,5.0,5.0,1.0,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.133708336675918,8051.548966255453,0.5905209427384874,1426.8579401498987,18.717571475261025,0.013118034352666284,21.135333779540076,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,44.10268459398654,39.38163646954876,6.741087366093871,124.47075778858829,7.37422584893611,4.876677708426249,10.53006519360523,9.870201107251534,0.6598640863536978,26.679495783164043,2727.980709243213,541.4693440814816,-53.458075104413915,3215.9919782202805,-8.359440547186145e-16,1.2159186250452572e-15,-1.300357418451178e-15,4,0.38445425033569336
"2b_y0.55 kin recycle phi=0.1 (1.01,5,5) bar n=1",2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,kinetic,kinetic,0.1,1.01325,5.0,5.0,1.0,True,0.05,0.95,0.35,True,302,direct,0.8728806831856023,1.15244988360045,0.4706689980960208,55768.628614276684,0.09890173051058415,1681.0477602937535,0.7635802909156837,0.0004542287904909093,18.24261723854471,46862.81416007256,36.150287196572336,0.8233886630081849,36.973675859580524,35.92268992295587,1.0509859366246606,0.0,1.0509859366246606,0.03574474964191077,3.8508733731508364,33.71762550163719,44.655056013828045,0.019256827402162138,103.93197724305764,8.491684419931284,8.28115709984634,10.530065193605232,9.870201107251534,0.6598640863536995,31.86752950340248,3143.8610508316174,684.5518642840915,-153.287408683969,3675.12550643174,-8.362570121100438e-08,3.3333953136131333e-11,-1.2311893063577024e-07,466,118.07585525512695
"2b_y0.55 kin once-through phi=1 (1.01,1.01,1.01) bar",2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,kinetic,kinetic,1.0,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.133708336675918,8051.548966255453,0.5064754228287625,1192.6942214650542,47.1406692095822,0.03952452217943727,3.7110625874067296,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,53.153781809833504,33.312891451627465,6.91754154031019,124.47075778858873,7.7223249552604205,5.034543336306653,10.53006519360523,9.870201107251534,0.6598640863536978,23.196202757536163,2727.980709243213,383.63443105322096,-9.25671834639514,3102.3584219500385,1.0031328656623373e-15,1.3679084531759144e-15,5.572960364790763e-16,4,0.4468858242034912
"2b_y0.55 kin recycle phi=1 (1.01,1.01,1.01) bar",2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,kinetic,kinetic,1.0,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.35,True,304,direct,0.8728806831856024,1.1478401635016713,0.45651993128663815,57133.628005677776,0.0921673611907895,1636.630278095181,3.556146418892581,0.0021728465289249446,3.374903671498373,48253.64449798858,36.00568853953915,0.17799977422696656,36.18368831376612,35.92268992282792,0.260998390938202,0.0,0.260998390938202,0.008876733565997627,0.9563132284405403,35.54948292141199,45.33244051796058,0.018674546968632157,106.82653634445631,8.708415521550238,8.482553716662355,10.530065193605232,9.870201107251534,0.6598640863536995,29.935310116098957,3131.285823327137,660.3044031536639,-31.69536231011285,3759.894864170688,-8.798558280975992e-08,4.768604862685303e-11,-1.2963484072418258e-07,485,136.84302806854248
"2b_y0.55 kin once-through phi=1 (1.01,5,5) bar n=1",2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,kinetic,kinetic,1.0,1.01325,5.0,5.0,1.0,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,2.133708336675918,8051.548966255453,0.5777667127001115,1261.0466473242248,153.306935866677,0.12157118548467194,17.199131947260184,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,45.47948441697079,34.845762374206544,8.837156053030093,124.47075778858846,6.647105085802542,4.388493214150964,10.53006519360523,9.870201107251534,0.6598640863536978,28.468568621333137,2727.980709243213,179.0331326021802,-43.508250259999876,2863.505591585393,-1.6718881094372288e-16,6.079593125226286e-16,-9.288267274651272e-16,4,0.3826761245727539
"2b_y0.55 kin recycle phi=1 (1.01,5,5) bar n=1",2b_y0.55,0.55,107.73255965501805,0.0,107.73255965501805,29.402526165475734,0.0,kinetic,kinetic,1.0,1.01325,5.0,5.0,1.0,True,0.05,0.95,0.35,True,304,direct,0.8728806831856026,1.155082239633599,0.4711769375039165,55654.828471114255,0.09885991277758255,1673.8836249745254,7.680653332978125,0.004588522892739939,18.22099242546068,46734.26339291487,36.23285948709533,0.8202486622072241,37.05310814930255,35.92268992525785,1.1304182240447043,0.0,1.1304182240447043,0.03844629599792804,4.141917877111264,33.728497912505816,44.46231686288613,0.01958933553266512,103.64093217990158,8.478724724759083,8.268505144034018,10.530065193605237,9.870201107251534,0.6598640863537032,31.98258846176567,3151.042067309901,666.4790222177463,-152.82436685942474,3664.6967226682227,-8.592623563409347e-08,8.688802504745277e-11,-1.263289361147631e-07,466,118.95512795448303
2a_y0.60 eq once-through h=0.35,2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.9698161069695571,1.0,3.5361183605862063,9138.239738348953,0.6847171533852834,1221.4909637536925,144.2875011386866,0.11812408394351531,200.86971052884041,0.0,34.85150348488499,12.270042989049868,47.12154647393486,34.85164559644393,12.269900877490928,0.0,12.269900877490928,0.5121503719964691,44.957627817625365,27.355270940937956,0.1777614456258612,6.9861840122433945,46.79913728488207,7.304403065637378,6.885738561515842,14.219453349028251,8.042386087390142,6.1770672616381095,48.18118572550267,3030.936066508513,182.6480037789041,-2101.1520321091284,1112.4320381782886,-3.6477558751357717e-16,-7.543585709488794e-16,-1.8238779375678854e-15,4,0.40470099449157715
2a_y0.60 eq once-through h=0.5,2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.5,True,1,once-through,0.9698161069695571,1.0,3.5361183605862063,9138.239738348953,0.6847171533852834,1221.4909637536925,144.2875011386866,0.11812408394351531,456.9634701596888,0.0,34.85150348488499,10.400990828053047,45.25249431293804,34.851614798430155,10.400879514507885,0.0,10.400879514507885,0.43413670294742834,38.10942523969508,22.935998023438845,0.1758777538570061,11.094696198001095,53.647452708519495,5.866806079622818,5.296721970396801,14.219453349028251,8.042386087390142,6.1770672616381095,51.61947640924771,3030.936066508513,182.6480037789041,-2462.720212970776,750.8638573166409,-1.8238779375678859e-16,-8.800849994403594e-16,-1.5958931953718998e-15,4,0.41806507110595703
2a_y0.60 eq once-through h=0.75,2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.75,True,1,once-through,0.9698161069695571,1.0,3.5361183605862063,9138.239738348953,0.6847171533852834,1221.4909637536925,144.2875011386866,0.11812408394351531,936.6935183763353,0.0,34.85150348488499,6.004328969047682,40.85583245393267,34.851562657446166,6.004269796486513,0.0,6.004269796486513,0.2506205258331766,21.999992463040126,17.937203661866373,0.17315868281579888,18.791005361540755,69.75707653276102,3.474343939528576,2.6483609851984005,14.219453349028251,8.042386087390142,6.1770672616381095,55.50900690233607,3030.936066508513,182.6480037789041,-3056.7147099127747,156.86936037464238,-1.0943267625407314e-15,-1.8858964273721986e-15,-3.4197711329397856e-16,4,0.4337480068206787
2a_y0.60 eq recycle h=0.35,2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.35,True,90,direct,0.9698161069695569,1.0695517098626033,1.960913077050262,11724.868940755992,0.5635879963344754,2142.1678377610874,51.63214799498846,0.024102755668739952,60.42122555990272,2176.7192220867305,37.2754851435412,21.403611989751624,58.67909713329282,35.93348193394567,22.745615199347146,0.0,22.745615199347146,0.9494107085253263,83.34125212788848,4.396008696149357,0.02004242523518008,0.008785479140539372,4.451601333678607,6.943179383659614,6.924504932384709,14.219453349028248,8.042386087390142,6.177067261638106,68.18022689294689,3241.742852418413,761.3992236903042,-3068.6328175719946,934.5092585367224,-2.785494964064128e-09,5.754518748283594e-10,-7.856982200046046e-09,39,647.2509498596191
2a_y0.60 eq recycle h=0.5,2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.5,True,63,direct,0.9698161069695571,1.2502307306301477,3.162819772033488,11887.79735346112,0.6570851611219328,1707.4303267266037,128.59992021269977,0.07531781426141401,509.1433547511993,1274.797698055234,43.57242066546692,15.786970668932586,59.35939133439951,35.933484675281804,23.425906659117715,0.0,23.425906659117715,0.977806335162105,85.8338794572568,1.8519168509738195,0.012937543511035146,0.03160809229012395,1.9589646292860772,6.703847580406734,6.668619880248776,14.219453349028251,8.042386087390142,6.1770672616381095,70.25036114450589,3789.3694129242053,415.3832831515969,-3291.2865644720673,913.466131603735,2.647409894962038e-10,-1.2886492475326988e-09,2.802431540189331e-09,26,14.436503887176514
2a_y0.60 eq recycle h=0.75,2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,equilibrium,equilibrium,,1.01325,1.01325,1.01325,native,True,0.05,0.95,0.75,True,67,direct,0.9698161069695568,1.716590824391795,7.449156495024197,17221.86336313862,0.8083481727675874,1251.0317660767737,361.92244147305814,0.28929916192939226,1632.7065807236525,3860.323704422179,59.825771098412304,0.0,59.825771098412304,35.93348327486234,23.89228782354997,0.0,23.89228782354997,0.9972732639695178,87.5427270690709,0.001618921710649632,0.00011999205131508979,0.09051673571264804,0.25012209098691,6.518600214364858,6.131132588559314,14.219453349028246,8.042386087390142,6.177067261638104,71.77005911019302,5202.8770410866755,-281.90405747212304,-3969.1183879453774,951.8545956691751,1.8030857290796119e-12,-1.3508557926424277e-09,1.2269796847874655e-11,44,14.6765718460083
"2a_y0.60 kin once-through phi=0 (1.01,1.01,1.01) bar",2a_y0.60,0.6,87.78208564482954,0.0,87.78208564482954,23.957613912609865,2.52,kinetic,kinetic,0.0,1.01325,1.01325,1.01325,native,False,1.0,0.0,0.35,True,1,once-through,0.8728806831856022,1.0,3.2453217370568073,8848.221828393005,0.6043057669782781,1205.3720964473548,0.0,0.0,4.84520136274017,0.0,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.0,34.7050665968854,33.645723877811456,6.179458772553538,104.52028377839996,10.589366237489516,6.903022780658796,13.050065193605231,8.042386087390142,5.0076791062150905,21.75500140282779,2727.980709243213,492.04752126425285,-11.981058541851043,3208.047171965615,-1.8238779375678859e-16,1.382990713406279e-15,-1.0259313398819356e-15,4,0.36139702796936035
